Periodo,Total_Mensual,Total_Anual,Primarias_Mensual,Primarias_Anual,Secundarias_Mensual,Secundarias_Anual,Terciarias_Mensual,Terciarias_Anual,Mineria_Anual,Energia_agua_gas_Anual,Construccion_Anual,Manufacturas_Anual,Comercio_mayoreo_Anual,Comercio_menudeo_Anual,Transportes_Anual,Servicios_financieros_Anual,Servicios_inmobiliarios_Anual,Servicios_profesionales_Anual,Actividades_gubernamentales_Anual
feb-93,2.1,,2.6,,3.94,,1.34,,,,,,,,,,,,
mar-93,0.3,,-5.74,,0.71,,0.2,,,,,,,,,,,,
abr-93,-0.99,,-1.15,,-1.24,,-0.22,,,,,,,,,,,,
may-93,1.28,,4.93,,0.01,,0.59,,,,,,,,,,,,
jun-93,-0.77,,-5.59,,-0.79,,-0.41,,,,,,,,,,,,
jul-93,1.5,,14.94,,0.94,,1.0,,,,,,,,,,,,
ago-93,-0.4,,-12.28,,0.22,,-0.46,,,,,,,,,,,,
sep-93,-0.42,,3.47,,-0.19,,-0.66,,,,,,,,,,,,
oct-93,-0.18,,-0.3,,0.4,,-0.04,,,,,,,,,,,,
nov-93,-0.26,,-4.42,,0.06,,-1.28,,,,,,,,,,,,
dic-93,1.18,,4.75,,1.54,,1.98,,,,,,,,,,,,
ene-94,0.96,4.35,-7.27,-8.54,0.71,6.39,1.62,3.66,3.74,-11.32,12.43,5.31,1.96,1.37,4.62,-3.01,4.15,-1.34,1.3
feb-94,-0.36,1.83,11.58,-0.54,-0.53,1.81,-0.39,1.89,1.51,-13.28,13.33,-1.39,0.34,-0.11,4.11,-3.52,4.1,2.28,1.25
mar-94,0.89,2.43,-2.33,3.06,1.1,2.21,0.73,2.43,0.74,-12.26,17.24,-1.25,0.86,0.27,3.58,-4.54,4.39,3.97,1.11
abr-94,2.13,5.65,-0.89,3.33,5.04,8.71,0.92,3.6,0.01,-13.1,20.75,8.67,3.26,2.86,6.62,-5.81,4.1,1.07,1.03
may-94,-0.1,4.21,5.22,3.61,-3.81,4.55,0.97,3.99,1.01,-13.94,16.84,2.65,3.9,3.57,6.41,-4.47,3.99,3.89,1.01
jun-94,0.17,5.2,3.66,13.77,-0.05,5.34,0.16,4.59,-0.43,-12.47,18.64,3.95,5.18,4.9,7.85,-3.53,3.79,4.47,1.13
jul-94,-0.82,2.79,-16.62,-17.47,-0.2,4.15,-0.2,3.35,-0.03,-10.63,17.89,1.69,5.14,3.28,6.85,-3.8,3.94,1.01,1.11
ago-94,0.85,4.08,6.64,0.33,1.2,5.18,-0.14,3.68,0.23,-8.98,17.3,3.44,7.49,6.74,7.49,0.22,4.13,4.25,1.14
sep-94,0.69,5.24,0.77,-2.29,0.3,5.7,1.02,5.43,-1.28,-7.09,13.93,5.47,8.15,5.9,7.85,3.08,4.08,6.88,1.24
oct-94,0.36,5.81,9.34,7.16,-0.62,4.63,0.9,6.42,-1.39,-2.56,14.75,3.38,11.75,8.5,8.02,5.53,3.62,6.71,1.34
nov-94,0.36,6.46,-9.58,1.37,-0.32,4.23,0.57,8.42,-2.53,1.86,8.4,5.42,17.08,12.36,7.85,10.39,4.04,21.66,1.5
dic-94,-1.32,3.83,-0.5,-3.71,-0.26,2.37,-0.48,5.8,-2.79,6.98,3.75,2.84,15.7,9.38,4.86,24.65,3.85,-7.61,1.61
ene-95,0.7,3.55,7.45,11.58,1.41,3.08,-0.53,3.57,-1.33,10.82,-12.01,8.98,4.93,3.64,1.89,19.75,3.8,9.75,-0.98
feb-95,-6.49,-2.82,-13.76,-13.76,-8.93,-5.63,-4.06,-0.25,-1.32,16.89,-30.7,2.61,1.53,-0.94,-1.81,17.31,3.63,-3.62,-0.9
mar-95,-0.46,-4.12,8.79,-3.95,-1.58,-8.13,-0.37,-1.34,-1.14,17.94,-33.17,-1.19,1.84,-0.9,-4.19,16.42,3.61,-6.61,-0.55
abr-95,-2.82,-8.76,8.54,5.19,-4.19,-16.2,-2.56,-4.75,-0.83,22.47,-34.29,-15.77,-6.07,-10.72,-8.83,14.6,3.53,4.36,-0.52
may-95,-0.75,-9.36,-15.57,-15.6,-0.6,-13.39,-0.6,-6.23,-1.3,25.92,-39.39,-9.35,-6.25,-9.56,-10.3,13.59,3.46,-9.35,-0.47
jun-95,1.11,-8.52,13.95,-7.22,0.54,-12.89,0.89,-5.54,0.38,27.65,-36.35,-10.18,-5.92,-9.85,-10.65,11.52,3.21,-11.24,-0.49
jul-95,0.74,-7.08,-2.71,8.26,0.78,-12.03,0.78,-4.62,0.38,27.29,-35.89,-8.71,-4.94,-8.67,-9.46,4.61,3.22,-8.98,-0.47
ago-95,0.76,-7.16,14.04,15.77,0.19,-12.91,0.4,-4.1,1.94,28.38,-34.33,-10.84,-4.17,-7.84,-8.63,1.55,3.52,-3.22,-0.29
sep-95,0.87,-6.99,-6.08,7.9,1.61,-11.77,0.78,-4.33,2.91,28.24,-30.39,-10.71,-3.77,-7.29,-9.42,-1.11,2.99,-13.23,-0.35
oct-95,-2.16,-9.33,-8.07,-9.28,-4.18,-14.94,-0.22,-5.39,-23.18,25.35,-30.6,-7.68,-7.47,-9.96,-9.59,-1.87,3.09,-13.95,-0.43
nov-95,3.25,-6.71,1.55,1.89,6.74,-8.91,0.23,-5.71,-0.7,23.6,-23.75,-7.39,-8.76,-10.09,-9.51,-5.18,3.52,-12.22,-0.62
dic-95,2.94,-2.68,13.27,15.98,6.77,-2.49,1.35,-3.98,5.33,19.47,-13.94,-2.5,-5.18,-6.96,-5.5,-20.87,3.36,9.72,-0.89
ene-96,0.4,-2.96,-5.38,2.13,-0.75,-4.56,1.56,-1.96,6.93,16.38,-4.44,-9.01,3.01,-1.45,-3.64,-16.24,3.42,-6.87,-0.47
feb-96,-0.8,2.94,0.45,18.95,-0.63,4.14,-1.19,0.98,9.54,13.63,12.56,-0.06,6.3,2.79,-1.63,-17.46,3.44,0.96,-0.72
mar-96,0.83,4.27,-2.38,6.74,1.72,7.63,0.42,1.78,8.72,11.66,14.18,5.38,5.72,1.89,2.94,-19.77,3.64,2.31,-1.03
abr-96,-0.5,6.76,-4.41,-6.0,-0.84,11.38,0.0,4.45,9.73,7.65,15.28,11.21,12.34,11.75,5.51,-23.36,3.53,-1.17,-1.01
may-96,1.35,9.02,4.73,16.61,1.61,13.86,0.44,5.55,9.7,6.61,29.34,12.36,12.02,10.97,8.08,-29.33,3.44,6.24,-0.98
jun-96,0.82,8.72,2.75,5.15,1.67,15.14,0.25,4.88,8.91,5.44,27.19,14.89,10.56,9.26,7.89,-27.46,3.39,8.69,-1.1
jul-96,0.04,7.96,3.28,11.63,-0.29,13.91,-0.14,3.92,8.78,4.52,33.92,11.48,8.36,9.75,6.97,-20.09,3.51,7.91,-1.07
ago-96,0.04,7.2,-10.29,-12.19,0.06,13.77,0.93,4.46,5.48,3.7,27.31,13.06,7.13,7.79,6.42,-23.62,3.53,6.0,-1.18
sep-96,0.79,7.11,4.85,-1.97,0.26,12.25,0.48,4.15,6.71,1.23,20.8,11.75,7.12,8.05,7.93,-21.22,3.49,7.47,-1.22
oct-96,0.8,10.36,-2.91,3.54,1.87,19.34,0.58,4.98,42.77,0.58,23.92,12.13,8.43,10.32,8.64,-15.98,3.42,8.51,-1.17
nov-96,1.29,8.26,15.84,18.1,1.09,13.02,0.27,5.03,11.59,2.6,14.65,12.9,7.85,8.75,9.65,-16.94,3.4,7.61,-1.16
dic-96,0.28,5.45,-11.95,-8.19,2.67,8.69,0.73,4.39,7.02,-0.03,9.75,9.13,5.55,7.18,8.75,-24.59,3.29,4.67,-1.31
ene-97,-0.2,4.83,4.63,1.52,-2.47,6.8,1.0,3.82,4.93,2.63,6.1,8.85,4.77,1.48,8.17,-20.34,2.7,3.37,2.36
feb-97,0.48,6.18,-4.33,-3.3,0.78,8.31,0.09,5.16,5.8,0.86,9.45,9.88,6.76,2.68,11.1,-15.27,2.64,5.07,2.17
mar-97,0.61,5.95,-0.74,-1.68,0.67,7.2,0.54,5.29,5.46,2.76,7.43,8.1,8.92,3.63,9.19,-11.46,2.65,5.43,2.3
abr-97,1.04,7.58,2.37,5.3,1.41,9.64,0.67,5.99,3.99,0.9,11.57,11.77,8.4,4.81,11.66,-7.34,2.31,4.06,2.38
may-97,0.98,7.19,5.6,6.17,1.08,9.06,0.57,6.12,5.64,0.38,11.88,10.19,8.37,3.78,11.23,1.26,2.53,5.4,2.33
jun-97,1.05,7.43,-5.91,-2.78,1.13,8.48,1.3,7.23,6.69,-0.82,8.36,9.88,12.6,8.16,12.67,-1.63,2.53,4.78,2.39
jul-97,-0.05,7.34,-6.32,-11.81,0.81,9.68,-0.24,7.13,6.84,-0.9,3.86,13.2,12.5,6.96,11.79,-3.89,2.4,4.52,2.38
ago-97,0.81,8.17,5.11,3.33,0.74,10.42,0.57,6.76,9.29,-0.91,8.83,11.76,13.43,7.44,11.64,2.3,2.27,3.04,2.46
sep-97,0.5,7.85,1.15,-0.32,0.16,10.31,0.66,6.95,8.34,-0.5,8.3,12.06,13.18,8.42,10.88,-1.94,2.43,5.62,2.53
oct-97,1.44,8.54,10.17,13.1,1.25,9.63,1.16,7.57,7.76,-0.39,4.87,11.92,14.65,9.02,11.67,-5.61,2.27,6.37,2.58
nov-97,0.89,8.12,-5.28,-7.52,0.73,9.24,1.25,8.62,7.59,-5.78,5.33,11.34,18.25,11.65,12.62,-5.21,2.07,5.3,2.73
dic-97,-0.52,7.26,-5.39,-0.63,0.18,6.59,0.13,7.97,4.99,-3.4,-0.25,10.78,16.97,11.92,9.24,7.82,2.1,4.22,2.96
ene-98,0.8,8.33,-2.65,-7.54,1.24,10.65,0.81,7.77,4.82,-5.95,5.49,15.83,15.74,16.47,9.53,6.12,2.04,7.5,-1.67
feb-98,1.33,9.25,14.04,10.21,1.57,11.51,-0.07,7.59,5.12,-6.17,11.21,14.65,15.09,15.91,9.23,3.66,2.15,6.62,-1.72
mar-98,0.81,9.47,-0.7,10.25,0.59,11.41,1.06,8.15,5.21,-8.83,13.76,13.85,15.52,17.59,10.59,2.78,1.92,8.36,-1.79
abr-98,0.03,8.38,-2.58,4.92,-0.33,9.49,0.2,7.64,6.5,-7.22,7.37,12.13,16.31,16.28,7.78,3.49,2.22,4.85,-1.62
may-98,-0.16,7.15,-7.31,-7.9,0.37,8.72,-0.06,6.97,4.72,-6.99,5.48,12.02,15.39,15.3,7.47,3.17,2.0,6.63,-1.62
jun-98,-0.52,5.49,8.1,5.81,-1.16,6.26,-0.55,5.01,1.63,-6.37,4.75,9.01,8.67,10.17,5.72,4.24,2.03,5.48,-1.68
jul-98,0.7,6.28,3.86,17.32,0.25,5.68,0.82,6.12,1.76,-5.14,6.06,7.79,11.74,12.14,6.75,1.88,1.85,4.8,-1.53
ago-98,0.39,5.83,-1.48,9.96,0.6,5.54,0.3,5.84,0.35,-6.9,3.22,8.82,11.06,11.8,6.67,3.51,1.88,6.1,-1.59
sep-98,-0.44,4.84,-1.91,6.63,-0.24,5.12,-0.37,4.76,-4.33,-6.95,8.32,7.58,8.56,8.77,5.96,5.2,1.93,6.23,-1.59
oct-98,-0.13,3.23,-5.54,-8.58,0.23,4.06,-0.04,3.52,-5.73,-6.48,7.04,6.41,6.67,7.05,3.52,1.5,1.9,4.37,-1.54
nov-98,0.18,2.49,0.76,-2.74,-0.04,3.27,0.25,2.49,1.2,-4.51,1.41,4.5,3.17,4.29,3.39,4.79,1.93,3.23,-1.54
dic-98,0.54,3.58,2.4,5.27,0.87,3.98,0.29,2.66,3.03,-2.01,6.18,4.57,3.17,4.13,4.65,5.3,1.99,4.48,-1.26
ene-99,0.74,3.52,19.47,29.19,-0.07,2.64,0.35,2.19,2.05,3.62,11.57,0.65,3.25,1.79,4.24,2.81,2.45,-2.16,3.55
feb-99,-0.12,2.04,-11.09,0.72,0.23,1.29,0.47,2.75,-2.06,5.9,5.79,0.79,3.63,2.79,3.61,3.23,2.55,3.4,3.39
mar-99,0.35,1.57,-1.94,-0.54,0.16,0.86,0.53,2.2,-0.76,8.72,5.35,0.14,2.55,2.74,2.22,4.58,2.74,1.37,3.29
abr-99,0.23,1.77,-6.12,-4.16,0.89,2.09,0.08,2.08,-3.48,10.81,2.05,3.04,1.19,1.14,4.31,5.15,2.92,3.47,3.27
may-99,0.4,2.34,5.85,9.44,-0.86,0.85,0.9,3.07,-3.15,10.82,2.73,1.23,3.92,3.99,4.65,6.95,2.99,3.04,3.15
jun-99,-0.44,2.42,-12.28,-11.19,-0.45,1.57,0.21,3.87,-4.39,11.24,5.58,1.9,6.58,6.18,4.32,7.67,3.05,3.58,2.95
jul-99,0.78,2.5,16.55,-0.34,0.21,1.53,0.44,3.47,-2.72,11.44,1.21,2.73,3.64,3.92,4.98,10.04,3.64,5.36,2.88
ago-99,-0.15,1.94,-7.47,-6.4,0.27,1.2,0.0,3.16,-3.2,12.31,0.57,2.09,2.75,3.62,4.9,8.37,3.72,4.14,2.8
sep-99,0.97,3.38,3.54,-1.2,1.15,2.61,0.69,4.26,1.34,14.59,-2.1,4.08,4.77,6.15,5.83,10.7,3.74,3.57,2.66
oct-99,-0.17,3.34,-5.19,-0.83,-0.67,1.68,0.53,4.85,3.73,14.67,-1.04,1.08,6.64,7.41,7.0,12.99,4.05,4.56,2.31
nov-99,0.25,3.42,1.3,-0.3,0.83,2.57,-0.08,4.51,-2.05,16.39,7.56,2.11,5.14,7.84,4.82,15.91,4.14,5.77,2.09
dic-99,0.96,3.85,3.06,0.34,0.69,2.38,0.59,4.82,-4.54,13.49,3.45,4.2,5.62,8.48,6.57,14.28,3.49,6.49,2.34
ene-00,2.75,5.91,17.99,-0.91,1.51,4.0,2.72,7.3,-0.4,4.93,-0.02,6.62,10.06,14.22,9.48,11.23,4.01,10.2,5.04
feb-00,-0.62,5.38,-17.12,-7.62,1.44,5.26,-0.49,6.27,-0.96,5.48,2.83,7.77,6.98,10.92,6.48,12.2,3.97,8.73,5.0
mar-00,-0.1,4.91,0.68,-5.15,0.58,5.7,-0.68,4.99,0.21,5.4,-0.73,9.39,2.76,7.1,8.03,11.21,3.92,7.68,4.63
abr-00,0.2,4.88,0.03,1.07,-0.58,4.17,0.66,5.6,4.61,3.13,2.23,4.63,6.03,9.22,7.47,10.32,3.85,8.56,4.32
may-00,0.76,5.25,6.58,1.77,0.73,5.83,0.59,5.27,3.66,2.87,3.8,7.2,4.18,9.42,6.66,7.99,3.78,6.76,3.89
jun-00,0.74,6.5,-0.88,14.99,0.9,7.26,0.65,5.73,7.99,1.92,0.52,9.25,5.14,9.67,8.37,7.75,3.77,7.42,3.76
jul-00,0.57,6.28,-8.39,-9.61,0.85,7.95,0.54,5.84,-1.38,-1.34,1.35,13.63,6.72,10.14,8.2,5.74,3.58,6.88,3.42
ago-00,-0.57,5.84,2.79,0.41,-1.14,6.42,-0.15,5.67,7.65,-0.78,3.06,7.44,5.97,10.0,7.74,4.21,3.49,6.17,3.07
sep-00,-0.03,4.79,0.98,-2.08,-0.48,4.71,0.45,5.42,7.89,-2.47,-0.26,5.48,6.44,9.19,7.12,3.77,3.56,6.97,2.97
oct-00,0.1,5.07,5.82,9.3,-0.18,5.22,0.04,4.91,0.9,-4.01,0.05,8.53,4.57,7.19,7.2,3.73,3.18,5.88,2.75
nov-00,-0.29,4.51,-6.03,1.39,-1.05,3.27,0.53,5.55,1.01,-6.86,-3.85,6.64,7.75,8.88,6.82,-0.99,3.14,4.47,2.47
dic-00,-0.94,2.54,8.88,7.12,-2.47,0.03,-0.95,3.93,3.38,-8.18,-7.24,1.45,5.38,4.56,5.0,-2.9,3.79,2.6,2.51
ene-01,0.93,0.73,-1.83,-10.87,3.32,1.81,-0.6,0.57,1.75,-7.64,-7.83,5.07,-1.38,0.87,2.15,2.99,3.55,2.92,-6.82
feb-01,-0.8,0.55,-7.16,-0.17,-0.76,-0.39,-0.15,0.92,7.06,-9.91,-11.65,2.27,0.72,0.65,4.36,3.16,3.48,-0.26,-6.81
mar-01,-0.21,0.44,7.85,6.94,-1.25,-2.2,0.36,1.98,4.12,-12.19,-8.65,-1.79,4.31,3.45,3.01,2.98,3.33,1.02,-7.07
abr-01,-0.2,0.04,2.65,9.74,-0.89,-2.51,0.06,1.37,-1.29,-11.1,-13.54,0.35,3.25,2.48,2.2,3.27,3.3,-0.46,-7.24
may-01,-0.14,-0.86,-0.26,2.7,0.67,-2.56,-0.6,0.18,-0.87,-12.15,-12.03,-0.08,0.77,-1.03,2.2,3.95,3.26,-0.65,-6.93
jun-01,0.09,-1.49,3.83,7.58,-0.26,-3.68,0.1,-0.37,0.81,-10.57,-9.85,-2.97,-0.21,-2.07,0.66,3.46,3.21,-0.63,-6.4
jul-01,-0.18,-2.23,-7.41,8.74,0.0,-4.49,-0.08,-0.99,8.3,-8.89,-5.24,-8.04,-1.44,-2.68,-0.54,5.81,3.14,-1.64,-6.18
ago-01,0.55,-1.13,8.99,15.3,0.01,-3.39,0.46,-0.38,-0.15,-5.29,-5.46,-3.75,-0.38,-1.61,-0.54,9.55,3.32,-1.17,-5.66
sep-01,-0.14,-1.23,-2.57,11.25,0.35,-2.58,-0.16,-0.99,-1.23,-3.53,-3.97,-2.67,-1.34,-2.75,-0.84,7.76,3.17,-0.37,-5.11
oct-01,-1.12,-2.44,1.46,6.67,-1.95,-4.31,-0.56,-1.58,2.85,1.1,-7.07,-5.53,-3.07,-2.67,-2.62,8.74,3.53,-1.42,-4.42
nov-01,0.39,-1.77,3.34,17.31,0.88,-2.45,-0.18,-2.28,4.36,6.61,-4.02,-4.53,-6.04,-5.1,-1.1,10.15,3.66,-0.05,-3.78
dic-01,-0.21,-1.05,-7.28,-0.1,-0.68,-0.66,0.16,-1.18,4.57,13.46,-2.03,-2.87,-3.83,-2.29,-2.04,12.8,3.76,0.53,-3.43
ene-02,-1.22,-3.16,-0.99,0.75,-0.95,-4.77,-1.64,-2.22,0.66,13.33,-4.33,-7.1,-5.68,-5.34,-3.41,10.9,2.65,-0.69,-0.65
feb-02,-0.09,-2.47,0.8,9.39,-2.05,-6.01,1.4,-0.7,-2.88,19.15,-3.91,-7.99,-2.59,-1.07,-1.88,8.19,2.84,-1.17,0.39
mar-02,0.83,-1.45,-1.13,0.29,1.14,-3.74,0.99,-0.08,-3.77,23.27,-6.94,-3.83,-1.07,-0.91,-1.63,9.52,3.2,0.19,0.74
abr-02,0.76,-0.5,2.04,-0.31,1.72,-1.2,0.31,0.16,0.39,26.88,1.25,-3.27,-2.4,2.07,-0.79,8.27,2.91,-1.72,1.52
may-02,0.08,-0.27,-0.35,-0.4,-0.71,-2.55,0.42,1.19,1.1,33.55,-1.02,-5.49,0.05,3.79,-0.4,10.18,3.19,1.81,2.01
jun-02,-0.08,-0.45,-1.98,-5.97,0.24,-2.06,-0.15,0.94,-2.42,33.32,-1.99,-3.58,-0.68,2.72,-0.38,9.99,3.4,0.86,2.01
jul-02,0.39,0.12,2.31,3.89,0.26,-1.81,0.32,1.35,-2.56,35.98,-3.68,-2.89,-0.06,4.87,-0.91,8.78,3.5,0.78,2.15
ago-02,0.82,0.38,2.26,-2.52,1.16,-0.68,0.51,1.41,-1.6,31.41,-2.93,-1.3,0.06,4.07,-0.41,6.8,3.21,2.01,1.87
sep-02,-0.25,0.27,-1.79,-1.75,-0.04,-1.06,-0.29,1.27,-2.13,31.33,-0.4,-2.39,-0.66,3.69,-0.01,7.58,3.23,-0.32,1.62
oct-02,0.48,1.9,4.84,1.52,1.11,2.03,-0.07,1.76,4.46,26.63,2.63,0.42,0.62,3.88,1.51,7.16,3.05,1.91,1.44
nov-02,-0.61,0.88,-7.25,-8.88,0.04,1.18,-0.6,1.34,-3.78,19.6,2.49,1.43,0.84,3.41,-0.35,6.99,3.01,1.93,1.05
dic-02,0.05,1.15,0.96,-0.79,-1.02,0.84,0.49,1.67,-1.88,18.23,1.8,0.49,2.8,4.75,1.33,5.19,2.7,1.67,0.66
ene-03,-0.05,2.35,2.07,2.27,-1.96,-0.18,0.62,4.0,0.42,18.72,5.19,-2.27,8.18,8.36,1.75,9.04,3.83,3.61,1.56
feb-03,0.6,3.06,0.04,1.5,2.21,4.15,-0.07,2.49,2.3,14.38,9.83,2.41,4.31,4.24,0.42,10.83,3.63,2.05,1.58
mar-03,-0.73,1.46,1.78,4.49,-0.66,2.3,-0.72,0.76,4.9,11.86,7.4,-0.47,1.16,0.94,-0.65,8.98,3.19,1.8,-0.17
abr-03,0.12,0.81,-0.58,1.8,0.23,0.8,0.15,0.6,2.2,7.17,6.26,-1.0,0.72,-2.18,-0.82,9.57,3.35,2.49,0.75
may-03,-0.3,0.43,-1.88,0.23,0.28,1.81,-0.5,-0.32,2.57,3.22,2.55,1.22,-1.53,-3.67,-2.06,9.24,2.88,1.85,2.2
jun-03,0.83,1.35,6.38,8.79,0.64,2.21,0.41,0.23,4.18,1.42,3.82,1.26,0.71,-1.25,-0.62,10.4,2.97,-0.22,0.39
jul-03,0.03,0.98,0.01,6.34,-0.28,1.66,0.28,0.19,4.85,-1.39,3.54,0.11,0.59,-2.19,0.38,11.03,3.15,-0.31,0.4
ago-03,-0.93,-0.76,-2.73,1.15,-0.26,0.23,-1.16,-1.48,4.14,-2.22,0.58,-1.1,-1.26,-4.7,-0.37,11.43,2.87,0.21,-0.34
sep-03,0.29,-0.22,2.02,5.08,-0.24,0.03,0.69,-0.51,5.14,-3.75,-2.5,-0.49,0.28,-2.07,-0.93,12.89,3.2,1.6,-2.13
oct-03,0.42,-0.28,-7.42,-7.21,0.74,-0.34,0.39,-0.05,1.96,-3.67,-0.01,-0.91,0.98,-1.61,-0.61,20.05,3.3,2.13,-2.72
nov-03,0.19,0.52,6.97,7.02,-0.65,-1.02,0.4,0.95,7.15,-0.0,-4.12,-2.59,2.63,-1.02,1.14,24.76,3.67,2.84,-2.23
dic-03,1.2,1.67,1.37,7.45,1.71,1.71,0.9,1.37,4.72,-3.81,-0.18,1.63,0.94,-0.82,1.11,29.95,3.6,4.06,-1.6
ene-04,0.47,2.19,3.98,9.47,0.31,4.07,-0.39,0.35,3.81,17.44,7.47,2.52,-1.4,-4.25,2.26,25.32,3.35,0.52,-2.11
feb-04,0.31,1.9,0.72,10.21,0.14,1.96,1.01,1.44,2.25,18.28,1.03,0.44,0.21,-2.08,1.42,28.3,3.54,6.21,-2.73
mar-04,1.22,3.9,-3.02,5.02,2.06,4.75,1.24,3.44,2.16,21.52,8.79,3.56,4.27,3.58,4.31,29.9,3.84,3.07,0.83
abr-04,-0.33,3.43,-1.46,4.09,-0.11,4.39,-0.51,2.76,4.52,21.41,8.02,2.68,1.78,0.93,3.3,33.59,4.32,6.5,-0.07
may-04,0.17,3.91,-2.02,3.94,-0.44,3.63,0.75,4.04,2.68,19.72,7.91,1.77,5.65,4.43,4.0,29.89,4.63,4.22,-2.75
jun-04,0.45,3.52,-1.14,-3.41,0.6,3.6,0.31,3.94,2.42,21.42,8.27,1.77,3.71,3.86,3.89,25.72,6.63,7.04,-0.57
jul-04,-0.59,2.88,-0.86,-4.26,-0.48,3.39,-0.66,2.97,0.01,23.57,5.23,2.71,2.56,2.59,4.24,33.51,3.19,6.75,-1.76
ago-04,0.24,4.09,-0.37,-1.93,-0.04,3.62,0.63,4.84,-0.28,25.44,4.64,3.42,6.09,6.76,4.88,29.47,3.72,4.2,0.06
sep-04,0.01,3.8,2.79,-1.19,0.16,4.04,-0.39,3.71,2.16,25.88,8.57,2.45,3.17,3.32,4.91,24.94,3.12,5.76,1.49
oct-04,0.28,3.65,-0.79,5.88,0.34,3.63,0.29,3.61,1.56,26.74,6.28,2.11,4.17,3.71,4.57,14.31,2.82,2.53,1.56
nov-04,0.89,4.38,4.93,3.86,0.05,4.35,1.26,4.51,0.43,24.84,10.83,3.03,6.41,7.71,4.54,7.51,2.39,0.32,1.88
dic-04,-0.07,3.07,-1.02,1.42,0.32,2.92,-0.35,3.21,-3.22,27.12,7.29,2.48,3.58,4.14,4.37,2.47,2.51,-1.23,0.19
ene-05,0.08,2.68,-5.94,-8.25,0.25,2.86,-0.45,3.14,0.31,8.1,2.28,3.31,4.99,5.26,3.34,-2.91,2.68,4.64,-0.73
feb-05,0.17,2.54,4.45,-4.85,0.42,3.14,0.64,2.76,0.79,8.67,3.61,3.52,3.56,5.7,5.02,-10.2,2.75,4.22,1.08
mar-05,-0.43,0.87,-3.1,-4.94,-0.24,0.81,-0.31,1.18,-0.7,4.18,2.19,0.54,0.33,0.85,2.17,-14.22,1.67,8.68,-1.58
abr-05,0.5,1.71,1.5,-2.08,0.3,1.23,0.66,2.37,0.23,6.26,0.83,1.4,4.1,6.61,3.12,-19.75,2.54,1.01,-2.32
may-05,0.23,1.77,-1.21,-1.27,0.87,2.57,-0.1,1.51,2.86,8.29,3.2,1.84,1.61,3.26,3.6,-19.87,1.66,4.72,-1.45
jun-05,-0.81,0.49,-11.68,-11.79,-1.14,0.79,-0.29,0.91,1.7,9.57,2.33,-0.38,0.31,1.49,1.4,-19.92,-0.7,1.63,-1.49
jul-05,0.31,1.4,19.81,6.6,-1.51,-0.26,0.5,2.09,-4.63,8.54,2.09,-0.13,2.85,3.34,1.6,-27.01,2.22,3.55,0.57
ago-05,1.31,2.49,-1.09,5.83,2.62,2.39,0.87,2.33,4.28,5.81,4.5,1.12,2.28,3.43,1.52,-25.8,1.26,2.67,0.66
sep-05,0.52,3.01,-1.9,1.0,0.78,3.03,0.46,3.2,0.01,6.15,3.32,3.73,4.71,5.05,2.95,-24.05,2.32,0.49,5.2
oct-05,0.3,3.03,-5.82,-4.12,0.3,2.98,0.47,3.39,-3.09,6.23,2.87,4.63,4.53,4.58,3.02,-22.16,3.31,0.3,4.42
nov-05,0.9,3.04,5.15,-3.92,1.44,4.43,0.5,2.6,1.56,7.27,4.99,5.21,3.98,3.21,3.1,-18.45,2.43,3.82,1.63
dic-05,0.62,3.75,-2.97,-5.81,1.24,5.38,0.5,3.48,6.08,3.66,6.25,4.87,7.19,5.89,3.52,-11.9,2.76,2.42,3.4
ene-06,1.84,5.58,9.8,9.95,0.24,5.37,1.6,5.61,2.43,10.65,2.82,6.48,11.01,9.44,4.82,-6.84,3.32,0.85,5.52
feb-06,-1.03,4.31,-5.12,-0.12,-0.62,4.28,-0.28,4.65,0.96,12.01,5.5,4.38,7.75,6.07,3.67,-0.39,2.84,2.64,7.84
mar-06,0.11,4.87,-0.89,2.15,0.94,5.52,-0.34,4.62,2.61,13.43,6.31,5.77,7.32,7.09,4.89,6.48,4.56,-5.18,5.8
abr-06,0.55,4.92,2.78,3.45,0.14,5.35,0.51,4.47,-0.02,13.88,8.78,5.43,7.43,3.48,4.69,15.19,3.29,3.99,3.13
may-06,1.02,5.75,1.11,5.88,0.95,5.44,1.22,5.85,-2.21,14.71,8.67,6.74,8.85,6.94,5.01,19.34,5.08,0.28,9.6
jun-06,-0.15,6.45,-0.68,19.06,0.11,6.77,-0.49,5.63,-3.69,14.09,8.6,8.97,9.91,7.0,6.06,22.48,4.77,3.24,3.68
jul-06,-0.04,6.09,-1.44,-2.05,-0.02,8.39,-0.19,4.91,3.99,14.63,11.18,8.52,7.46,4.7,4.74,25.07,4.57,8.12,2.25
ago-06,0.25,4.97,0.91,-0.07,0.45,6.1,0.34,4.36,-2.75,17.29,14.62,5.63,6.17,2.99,4.7,26.16,5.35,8.34,0.06
sep-06,-0.04,4.38,2.01,3.91,-0.35,4.92,0.1,3.99,-0.42,16.7,12.69,3.59,6.7,3.52,3.73,27.3,4.08,1.54,-3.84
oct-06,0.28,4.36,3.7,14.41,-0.01,4.6,0.33,3.84,0.86,16.04,11.87,2.98,6.77,4.27,3.53,29.17,3.31,8.57,-4.63
